32603.36635399911,33115.59921810644,33391.21921722194,33834.20766299179,33704.36087089038,33182.41636695611,33620.35752468415,34004.59749009,34409.19065363752,34307.62272311769,33261.7640468949,34633.36074937956,33764.69015004866,33126.7253311985,31446.10388966699,34254.97782231967,33397.34525752954,33868.49826773861,33737.36515990231,32853.73882962921,33440.6369361269,33534.08318111229,32284.63043533866,33746.12252374805,33397.27078954882,33105.39477266392,34106.83948384065,33054.05067091127,33589.69562478507,33900.59599821992
301223.2545038254,297398.5600611587,312846.4174556599,305395.4383230602,309656.0891020916,302835.5529284975,306775.8328462975,304689.0018785232,312005.3906331318,317307.0533867927,309211.8982991106,315542.5484681806,311015.3543200288,302329.2007035348,285296.5333896258,323372.2150476717,306591.4350773593,311323.0579888129,305749.6593157667,304873.7409964515,300815.619242768,309653.7347511889,298624.9457189556,312298.9574352811,303505.8760404364,300169.677668365,307277.1241634368,307762.1026231626,307670.5943123743,302776.9348210131
869736.6509303908,882819.1172696066,919156.7860983793,913549.5502351521,893710.2132236987,868632.9332460474,930414.6309946458,915511.9412555658,899573.7180599057,941503.0250824377,890517.6831734353,943833.8962598713,882267.7881259114,899728.172569306,838700.3437577297,910872.9453777571,909290.5183459033,926403.7819121744,915879.9596659648,889089.030902919,908357.8633094075,915207.5913143781,887350.1197609277,910504.3998709054,905584.6166497146,903515.8169739046,917226.6078652538,913577.0887284534,887369.2054130957,921892.4736520401
1491347.218773064,1512510.226569527,1497531.702952531,1530683.68818827,1521915.728374099,1488293.598796521,1529926.000262109,1495415.235774398,1541748.569125499,1559972.780212802,1516032.034353446,1539706.780841673,1479092.301215863,1500748.924890087,1401256.605810792,1530446.93833382,1490959.112756301,1579626.99060014,1499067.62350442,1466010.234983524,1502532.405859171,1500846.791498407,1458548.660816317,1530948.597270883,1460817.367608657,1509734.862878003,1460897.673641316,1508705.601596505,1526218.419851369,1518458.257309813
1890098.770677666,1956750.990089674,1965457.644870882,2011756.085814728,1963565.017440522,1912423.261783045,2007551.981957049,1992549.707154669,2007258.777610876,2001375.917327199,1986660.599126187,1985666.080274662,1943186.506601741,1964084.826247826,1816915.524090035,1967049.850803031,1987029.094617061,2055333.906407549,1962990.998642497,1876714.827343861,2018859.118659779,1942242.308434183,1988096.549236235,1988066.584346875,1922548.545944244,1957103.97862645,1987747.203445491,1949237.889590793,1988911.896891458,1958540.920295434
2105855.691178104,2105348.90240995,2111099.744028202,2109361.921813208,2107016.856452254,2104240.805812321,2112760.226530566,2106764.379123189,2107033.090610929,2113236.693750288,2110266.028034248,2108844.544287362,2105101.358537498,2107904.536447855,2102728.905929303,2109451.426750633,2109658.523804357,2125692.289653143,2107005.300232675,2105896.579529907,2110102.579384949,2108106.940328173,2111092.974794685,2110511.840844754,2105535.891102266,2107548.226841567,2106991.240004028,2110660.348497502,2107796.407222882,2106046.659563827
3207288.243421631,3209444.080606298,3258005.101843812,3242664.355084844,3217126.774826766,3172980.908340979,3282896.528828742,3206762.402977743,3211415.416145286,3286660.367817736,3249695.960545937,3246057.176023439,3171998.94392532,3234532.74534877,3130971.986098843,3227235.750524652,3236564.425426249,3318258.884751873,3219052.976923787,3195375.436301983,3238568.223178721,3232921.509720517,3250581.059141125,3252518.328862701,3187343.412126326,3242060.589284385,3186092.942940628,3276581.60401267,3227547.737628881,3234728.370196304
16441418.52493964,16466160.53139777,16445852.70330084,16479384.8173225,16458187.50923529,16435533.88031732,16480638.68804931,16468762.93133115,16477783.47847831,16501220.42839742,16445432.4320817,16507486.34216308,16420004.93324972,16451743.53928115,16379407.64796166,16453759.91611575,16441374.63872954,16501118.09579897,16465145.01271428,16427775.8842489,16457680.60245286,16455712.82655804,16411535.47880785,16465577.59618678,16436385.61686227,16467150.62644446,16440708.94687737,16461451.71049726,16454004.42599195,16514961.79076476
17880756.60265501,17896483.07495096,17887102.20591351,17903051.11191474,17891557.67608994,17886838.14011807,17901013.81710556,17903942.68446692,17901162.99823507,17898404.98559079,17887396.98109165,17902886.54667085,17887294.94682923,17893012.99279736,17875798.55297073,17885667.30510494,17894173.64947647,17902007.49442185,17897884.70807881,17880353.52204338,17903475.71998178,17890072.05773588,17888611.00415222,17892365.16363231,17892113.58130959,17895257.49112084,17901558.53824085,17887016.20639478,17893148.28313558,17903983.45308428
35488179.63823538,35508604.13704939,35542836.46486935,35545875.33697125,35530020.60452463,35500909.02250107,35553652.99276721,35546331.71558894,35551096.88564398,35569306.05663911,35526415.27557444,35569945.12651201,35528516.08441243,35522006.86826579,35442308.60676246,35557224.00030489,35538931.22096355,35563228.43948908,35538614.9451045,35502389.07913925,35541317.34450265,35535455.24471035,35514978.74290729,35543299.77471273,35524407.74532452,35520313.56271253,35555215.42846547,35528808.67712245,35529544.39743298,35536739.85051566
